4104808;Cascavel (PR);PR;não;923,24;319641;2100,11; sim
3518701;Guarujá (SP);SP;não;96,05;315546;142,59; não
3541000;Praia Grande (SP);SP;não;75,83;310168;149,08; não
3554102;Taubaté (SP);SP;não;143,23;307964;625,92; não
4125506;São José dos Pinhais (PR);PR;não;417,30;307634;945,72; não
3526902;Limeira (SP);SP;não;148,02;300901;580,98; não
3303906;Petrópolis (RJ);RJ;não;460,30;298095;774,61; não
2905701;Camaçari (BA);BA;não;1955,00;297173;759,80; não
1506807;Santarém (PA);PA;não;3377,00;296159;17876,65; não
2408003;Mossoró (RN);RN;não;2779,00;295641;2110,21; não
3552502;Suzano (SP);SP;não;51,01;290784;205,87; não
1721000;Palmas (TO);TO;não;1722,00;287017;2218,93; sim
3127701;Governador Valadares (MG);MG;não;929,02;280870;2348,10; não
3552809;Taboão da Serra (SP);SP;não;22,90;279699;20,48; não
4316907;Santa Maria (RS);RS;não;1266,00;278455;1779,56; não
4309209;Gravataí (RS);RS;não;1123,00;275176;463,76; não
5108402;Várzea Grande (MT);MT;não;1531,00;273934;938,06; não
3552403;Sumaré (SP);SP;não;119,80;273066;153,03; não
1504208;Marabá (PA);PA;não;2463,00;271660;15092,27; não
2307304;Juazeiro do Norte (CE);CE;não;2470,00;270428;248,56; sim
3505708;Barueri (SP);SP;não;33,95;267553;64,17; não
3515004;Embu das Artes (SP);SP;não;33,43;267073;70,08; não
3306305;Volta Redonda (RJ);RJ;não;340,87;264280;182,32; não
4108304;Foz do Iguaçu (PR);PR;não;1060,00;263989;617,70; sim
3131307;Ipatinga (MG);MG;não;842,15;261223;165,51; não
2403251;Parnamirim (RN);RN;não;2929,00;254919;120,20; não
2105302;Imperatriz (MA);MA;não;2287,00;254461;1367,90; sim
4323002;Viamão (RS);RS;não;1133,00;253715;1494,26; não
4313409;Novo Hamburgo (RS);RS;não;1136,00;249479;223,61; não
3548906;São Carlos (SP);SP;não;240,03;246101;1140,92; não
3302403;Macaé (RJ);RJ;não;610,96;244350;1215,90; não
3520509;Indaiatuba (SP);SP;não;105,35;239720;310,56; não
4216602;São José (SC);SC;não;692,05;239719;113,17; não
3513009;Cotia (SP);SP;não;36,23;237857;323,89; não
3302502;Magé (RJ);RJ;não;454,30;237776;385,70; não
4105805;Colombo (PR);PR;não;408,41;237424;198,01; não
3167202;Sete Lagoas (MG);MG;não;636,01;236268;537,48; não
3529005;Marília (SP);SP;não;437,09;235223;1170,05; sim
3122306;Divinópolis (MG);MG;não;519,15;234975;708,91; não
2700300;Arapiraca (AL);AL;não;2328,00;234177;351,48; não
3501608;Americana (SP);SP;não;126,00;233882;133,63; não
3301900;Itaboraí (RJ);RJ;não;483,03;232518;424,22; não
4318705;São Leopoldo (RS);RS;não;1150,00;230944;102,31; não
3503208;Araraquara (SP);SP;não;278,25;230781;1005,97; não
3524402;Jacareí (SP);SP;não;82,07;229842;460,07; não
3522505;Itapevi (SP);SP;não;42,63;229555;91,35; não
3541406;Presidente Prudente (SP);SP;não;557,45;225259;562,11; sim
2307650;Maracanaú (CE);CE;não;2930,00;224831;105,70; não
5107602;Rondonópolis (MT);MT;não;1315,00;222393;4165,23; não
3519071;Hortolândia (SP);SP;não;112,80;222249;62,22; não
2918407;Juazeiro (BA);BA;não;2173,00;222088;6389,62; não
2914802;Itabuna (BA);BA;não;1660,00;220984;443,20; não
3157807;Santa Luzia (MG);MG;não;600,49;218894;233,76; não
5003702;Dourados (MS);MS;não;1007,00;218063;4086,39; sim
5218805;Rio Verde (GO);GO;não;899,45;217175;8388,30; sim
3300704;Cabo Frio (RJ);RJ;não;593,46;216141;400,69; sim
4204202;Chapecó (SC);SC;não;884,27;213300;624,31; sim
4208203;Itajaí (SC);SC;não;605,81;212632;289,26; não
3201209;Cachoeiro de Itapemirim (ES);ES;não;832,15;211869;876,79; não
4204608;Criciúma (SC);SC;não;879,47;211334;235,63; não
4315602;Rio Grande (RS);RS;não;1358,00;209380;2813,91; não
4300604;Alvorada (RS);RS;não;1126,00;208181;70,81; não
2312908;Sobral (CE);CE;não;3037,00;205577;2122,99; não
2602902;Cabo de Santo Agostinho (PE);PE;não;2614,00;204693;447,88; não
3543907;Rio Claro (SP);SP;não;177,76;202944;498,01; não
1505536;Parauapebas (PA);PA;não;2396,00;202653;7007,74; não
5212501;Luziânia (GO);GO;não;991,50;199619;3961,54; não
4314100;Passo Fundo (RS);RS;não;992,26;198820;780,36; sim
2919207;Lauro de Freitas (BA);BA;não;1973,00;197801;59,91; não
5200258;Águas Lindas de Goiás (GO);GO;não;1071,00;195922;191,20; não
1502400;Castanhal (PA);PA;não;2808,00;195249;1029,19; não
3502804;Araçatuba (SP);SP;não;524,26;194854;1167,31; sim
3300100;Angra dos Reis (RJ);RJ;não;405,80;194736;800,43; não
3545803;Santa Bárbara d'Oeste (SP);SP;não;sem info;191863;271,49; não
3515707;Ferraz de Vasconcelos (SP);SP;não;51,03;188891;30,07; não
3303401;Nova Friburgo (RJ);RJ;não;547,15;185370;932,64; não
2804805;Nossa Senhora do Socorro (SE);SE;não;2166,00;181946;157,52; não
4109401;Guarapuava (PR);PR;não;673,03;180353;3115,33; não
3300407;Barra Mansa (RJ);RJ;não;312,29;180290;547,44; não
2111201;São José de Ribamar (MA);MA;não;2914,00;177651;386,28; não
3129806;Ibirité (MG);MG;não;571,93;177524;73,03; não
2913606;Ilhéus (BA);BA;não;1691,00;176141;1840,99; sim
3305802;Teresópolis (RJ);RJ;não;488,37;176081;770,51; não
1702109;Araguaína (TO);TO;não;2042,00;175996;4000,40; não
3516309;Francisco Morato (SP);SP;não;49,81;171614;49,16; não
3302858;Mesquita (RJ);RJ;não;411,20;171244;34,77; não
3522208;Itapecerica da Serra (SP);SP;não;42,39;170947;151,46; não
4208906;Jaraguá do Sul (SC);SC;não;554,52;170879;532,59; não
3523909;Itu (SP);SP;não;101,24;170161;639,98; não
3203205;Linhares (ES);ES;não;1089,00;169296;3501,60; não
2112209;Timon (MA);MA;não;2689,00;167625;1740,56; não
3151800;Poços de Caldas (MG);MG;não;273,56;166096;544,42; não
4211900;Palhoça (SC);SC;não;697,93;164976;394,66; não
3507605;Bragança Paulista (SP);SP;não;87,41;164182;513,59; não
3538006;Pindamonhangaba (SP);SP;não;157,62;164016;730,17; não
2103000;Caxias (MA);MA;não;2708,00;162614;5223,98; não
2918001;Jequié (BA);BA;não;1610,00;162152;3035,42; não
2931350;Teixeira de Freitas (BA);BA;não;1324,00;161767;1153,79; não
3522307;Itapetininga (SP);SP;não;173,05;160080;1792,08; não
3548807;São Caetano do Sul (SP);SP;não;13,45;159589;15,36; não
5221858;Valparaíso de Goiás (GO);GO;não;1005,00;159559;60,11; não
4209300;Lages (SC);SC;não;770,05;158449;2644,31; sim
3303203;Nilópolis (RJ);RJ;não;414,01;158287;19,16; não
2903201;Barreiras (BA);BA;não;1616,00;157058;7895,24; não
2603454;Camaragibe (PE);PE;não;2659,00;156369;55,08; não
2900702;Alagoinhas (BA);BA;não;1936,00;156156;733,97; não
1500107;Abaetetuba (PA);PA;não;2759,00;153334;1610,74; não
3302700;Maricá (RJ);RJ;não;490,75;153238;362,48; não
4118204;Paranaguá (PR);PR;não;474,83;152973;826,65; não
3148004;Patos de Minas (MG);MG;não;725,29;150903;3189,01; não
2207702;Parnaíba (PI);PI;não;3011,00;150504;435,56; sim
3516408;Franco da Rocha (SP);SP;não;44,03;149531;133,93; não
2925303;Porto Seguro (BA);BA;não;1585,00;149410;2408,59; sim
3530706;Mogi Guaçu (SP);SP;não;197,51;149390;813,14; não
3152501;Pouso Alegre (MG);MG;não;202,69;147190;543,88; não
3525300;Jaú (SP);SP;não;303,04;146352;688,34; não
3304144;Queimados (RJ);RJ;não;398,09;145385;76,92; não
3507506;Botucatu (SP);SP;não;238,61;142561;1482,87; não
3168606;Teófilo Otoni (MG);MG;não;1061,00;141908;3242,82; não
3304524;Rio das Ostras (RJ);RJ;não;603,05;141403;230,62; não
3504107;Atibaia (SP);SP;não;66,31;139686;478,10; não
4320008;Sapucaia do Sul (RS);RS;não;1129,00;139481;58,64; não
2606002;Garanhuns (PE);PE;não;2432,00;138639;472,46; não
2616407;Vitória de Santo Antão (PE);PE;não;2616,00;137576;371,80; não
4101804;Araucária (PR);PR;não;437,42;137490;469,17; não
2513703;Santa Rita (PB);PB;não;2788,00;136849;726,57; não
3105608;Barbacena (MG);MG;não;527,64;136690;788,00; não
2930709;Simões Filho (BA);BA;não;1946,00;136094;192,16; não
3156700;Sabará (MG);MG;não;599,81;135965;303,56; não
5107909;Sinop (MT);MT;não;2003,00;135934;3194,34; não
4127700;Toledo (PR);PR;não;926,02;135564;1197,02; não
4202008;Balneário Camboriú (SC);SC;não;616,17;135348;46,49; não
3170701;Varginha (MG);MG;não;317,49;134374;395,65; não
1502103;Cametá (PA);PA;não;2778,00;134080;3081,36; não
4101408;Apucarana (PR);PR;não;606,01;132693;558,39; não
1100122;Ji-Paraná (RO);RO;não;2638,00;132642;6896,78; não
3547304;Santana de Parnaíba (SP);SP;não;43,13;131971;183,82; não
3503307;Araras (SP);SP;não;171,89;131286;643,46; não
2304202;Crato (CE);CE;não;2480,00;130620;1009,20; não
4322400;Uruguaiana (RS);RS;não;1545,00;129760;5715,78; não
4119152;Pinhais (PR);PR;não;407,40;129450;61,01; não
4202909;Brusque (SC);SC;não;634,47;128872;283,45; não
3513504;Cubatão (SP);SP;não;64,98;128741;142,28; não
3204906;São Mateus (ES);ES;não;1144,00;128272;2343,25; não
1504422;Marituba (PA);PA;não;2843,00;127907;103,28; não
2306405;Itapipoca (CE);CE;não;3133,00;127501;1614,68; não
4316808;Santa Cruz do Sul (RS);RS;não;1272,00;127442;733,47; não
3118304;Conselheiro Lafaiete (MG);MG;não;591,47;127380;369,54; não
4303103;Cachoeirinha (RS);RS;não;1119,00;127333;43,77; não
4104204;Campo Largo (PR);PR;não;458,55;127333;1249,42; não
3300209;Araruama (RJ);RJ;não;550,88;127017;633,80; não
3304201;Resende (RJ);RJ;não;282,04;126927;1113,51; não
2307700;Maranguape (CE);CE;não;2930,00;126534;590,82; não
3201506;Colatina (ES);ES;não;992,34;124504;1423,27; não
1501709;Bragança (PA);PA;não;2868,00;124154;2090,23; não
3556206;Valinhos (SP);SP;não;96,83;124066;148,53; não
3202405;Guarapari (ES);ES;não;909,94;123181;592,23; não
3551702;Sertãozinho (SP);SP;não;339,08;122653;402,80; não
3302007;Itaguaí (RJ);RJ;não;408,21;122559;271,56; não
3171204;Vespasiano (MG);MG;não;613,37;122450;70,11; não
4301602;Bagé (RS);RS;não;1501,00;122197;4095,53; não
2107506;Paço do Lumiar (MA);MA;não;2911,00;121909;132,41; não
3543303;Ribeirão Pires (SP);SP;não;49,66;121837;99,18; não
3525003;Jandira (SP);SP;não;41,80;121506;17,52; não
5221403;Trindade (GO);GO;não;924,24;121280;713,28; não
2103307;Codó (MA);MA;não;2686,00;120754;4364,50; não
3506508;Birigui (SP);SP;não;508,02;120701;530,65; não
3511102;Catanduva (SP);SP;não;389,12;120676;292,24; não
3505500;Barretos (SP);SP;não;428,24;120626;1563,61; não
2924009;Paulo Afonso (BA);BA;não;2241,00;120590;1573,63; não
3518404;Guaratinguetá (SP);SP;não;187,54;120406;751,44; não
3557006;Votorantim (SP);SP;não;106,04;119901;184,00; não
3131703;Itabira (MG);MG;não;706,94;119290;1256,50; não
3554003;Tatuí (SP);SP;não;145,78;118944;524,16; não
3556503;Várzea Paulista (SP);SP;não;60,49;118924;34,63; não
4101507;Arapongas (PR);PR;não;588,21;118502;381,09; não
5008305;Três Lagoas (MS);MS;não;668,59;117498;10206,37; sim
3103504;Araguari (MG);MG;não;657,14;117435;2730,63; não
3510500;Caraguatatuba (SP);SP;não;172,82;116822;483,95; não
3523404;Itatiba (SP);SP;não;85,76;116533;322,52; não
3545209;Salto (SP);SP;não;104,49;116194;134,26; não
5208004;Formosa (GO);GO;não;1085,00;115800;5806,89; não
3539806;Poá (SP);SP;não;49,66;115484;17,18; não
2606804;Igarassu (PE);PE;não;2683,00;115438;305,57; não
1600600;Santana (AP);AP;não;sem info;115438;1577,52; não
4100400;Almirante Tamandaré (PR);PR;não;416,77;115376;195,15; não
2910727;Eunápolis (BA);BA;não;1522,00;115312;1196,70; não
4302105;Bento Gonçalves (RS);RS;não;1025,00;115102;277,30; não
3147907;Passos (MG);MG;não;390,29;114454;1339,20; não
1303403;Parintins (AM);AM;não;3556,00;113794;5952,33; não
3169901;Ubá (MG);MG;não;587,48;113331;407,70; não
2613701;São Lourenço da Mata (PE);PE;não;2660,00;112108;264,35; não
3534708;Ourinhos (SP);SP;não;376,38;111806;296,20; não
2100055;Açailândia (MA);MA;não;2354,00;111336;5806,31; não
3119401;Coronel Fabriciano (MG);MG;não;856,20;110313;221,05; não
5215231;Novo Gama (GO);GO;não;1014,00;110110;191,68; não
4128104;Umuarama (PR);PR;não;812,90;110029;1232,80; não
5003207;Corumbá (MS);MS;não;1432,00;109900;64960,86; sim
3143906;Muriaé (MG);MG;não;632,46;108533;843,33; não
2510808;Patos (PB);PB;não;2636,00;107788;512,79; não
4119509;Piraquara (PR);PR;não;399,76;107785;227,56; não
5220454;Senador Canedo (GO);GO;não;916,73;105535;244,75; não
4103701;Cambé (PR);PR;não;560,84;105344;494,69; não
2101202;Bacabal (MA);MA;não;2654,00;103318;1682,60; não
3536505;Paulínia (SP);SP;não;125,78;102588;139,33; não
3302270;Japeri (RJ);RJ;não;389,53;101239;82,83; não
3526704;Leme (SP);SP;não;189,60;101186;403,08; não
2412005;São Gonçalo do Amarante (RN);RN;não;2954,00;101169;251,31; não
1301902;Itacoatiara (AM);AM;não;4179,00;99838;8891,99; não
2600054;Abreu e Lima (PE);PE;não;2672,00;99353;125,99; não
4309308;Guaíba (RS);RS;não;1157,00;99322;376,97; não
3522109;Itanhaém (SP);SP;não;113,35;98646;599,02; não
3509007;Caieiras (SP);SP;não;40,00;98243;95,89; não
2501807;Bayeux (PB);PB;não;2769,00;96994;31,78; não
1302504;Manacapuru (AM);AM;não;4,000,590;96436;7329,23; não
3528502;Mairiporã (SP);SP;não;59,94;95644;321,48; não
4107652;Fazenda Rio Grande (PR);PR;não;439,07;95260;116,68; não
2607208;Ipojuca (PE);PE;não;2626,00;94593;527,32; não
3147105;Pará de Minas (MG);MG;não;572,96;92753;550,99; não
3133808;Itaúna (MG);MG;não;550,47;92700;495,88; não
3508504;Caçapava (SP);SP;não;113,95;92586;369,91; não
4126256;Sarandi (PR);PR;não;643,44;92302;103,23; não
3144805;Nova Lima (MG);MG;não;605,29;92219;428,45; não
3113404;Caratinga (MG);MG;não;796,00;91872;1250,87; não
2906501;Candeias (BA);BA;não;1939,00;89694;264,49; não
2806701;São Cristóvão (SE);SE;não;2154,00;89241;437,44; não
3168705;Timóteo (MG);MG;não;845,54;88941;145,16; não
5217609;Planaltina (GO);GO;não;1073,00;88838;2539,11; não
3550605;São Roque (SP);SP;não;71,33;88485;307,55; não
3555406;Ubatuba (SP);SP;não;225,03;88324;712,12; não
3527207;Lorena (SP);SP;não;200,12;87969;413,78; não
3503901;Arujá (SP);SP;não;43,05;86456;97,45; não
3550704;São Sebastião (SP);SP;não;193,00;85565;403,34; não
3305554;Seropédica (RJ);RJ;não;380,21;84427;283,79; não
4307708;Esteio (RS);RS;não;1139,00;84226;27,54; não
3170404;Unaí (MG);MG;não;962,33;83982;8463,58; não
2309706;Pacatuba (CE);CE;não;2920,00;82875;132,43; não
4215802;São Bento do Sul (SC);SC;não;516,89;82831;495,58; não
3509601;Campo Limpo Paulista (SP);SP;não;60,09;82526;80,05; não
3513405;Cruzeiro (SP);SP;não;227,03;81710;304,57; não
2910057;Dias d'Ávila (BA);BA;não;sem info;80727;207,50; não
2407104;Macaíba (RN);RN;não;2,943,509;80386;512,49; não
4319901;Sapiranga (RS);RS;não;1129,00;80317;137,52; não
2606200;Goiana (PE);PE;não;2715,00;79242;501,17; não
2301000;Aquiraz (CE);CE;não;2917,00;79147;480,98; não
4203204;Camboriú (SC);SC;não;616,17;78783;214,50; não
3519709;Ibiúna (SP);SP;não;74,87;77562;1059,69; não
4211306;Navegantes (SC);SC;não;601,82;77193;111,46; sim
3205101;Viana (ES);ES;não;941,14;76790;311,61; não
3524303;Jaboticabal (SP);SP;não;345,81;76554;706,50; não
2707701;Rio Largo (AL);AL;não;2425,00;75691;309,43; não
3556701;Vinhedo (SP);SP;não;79,03;75164;81,74; não
3509205;Cajamar (SP);SP;não;46,69;73942;128,36; não
2402600;Ceará-Mirim (RN);RN;não;2972,00;73835;739,69; não
2907202;Casa Nova (BA);BA;não;2240,00;73393;9657,51; não
5219753;Santo Antônio do Descoberto (GO);GO;não;1041,00;71885;938,31; não
2303501;Cascavel (CE);CE;não;2885,00;71088;837,97; não
2309607;Pacajus (CE);CE;não;2875,00;70954;254,44; não
4307906;Farroupilha (RS);RS;não;1000,00;69559;361,79; não
3512803;Cosmópolis (SP);SP;não;141,03;69115;154,73; não
3124104;Esmeraldas (MG);MG;não;587,06;69045;909,59; não
3530508;Mococa (SP);SP;não;267,76;68979;854,07; não
1506500;Santa Izabel do Pará (PA);PA;não;2838,00;68851;717,62; não
3515103;Embu-Guaçu (SP);SP;não;58,48;68266;155,04; não
2503209;Cabedelo (PB);PB;não;2783,00;68081;31,27; não
5208608;Goianésia (GO);GO;não;1076,00;67505;1547,65; não
4205902;Gaspar (SC);SC;não;622,53;67399;386,35; não
4201406;Araranguá (SC);SC;não;894,48;67097;303,80; não
5205497;Cidade Ocidental (GO);GO;não;1015,00;66800;388,16; não
3537602;Peruíbe (SP);SP;não;137,03;66578;326,21; não
4202305;Biguaçu (SC);SC;não;675,90;66560;324,52; não
4207502;Indaial (SC);SC;não;614,01;66522;430,53; não
2305233;Horizonte (CE);CE;não;2885,00;65992;159,97; não
4303905;Campo Bom (RS);RS;não;1137,00;64923;61,41; não
4122404;Rolândia (PR);PR;não;575,68;64734;460,15; não
4312401;Montenegro (RS);RS;não;1180,00;63874;420,02; não
3149309;Pedro Leopoldo (MG);MG;não;623,62;63841;291,04; não
2609402;Moreno (PE);PE;não;2634,00;62126;195,60; não
3137601;Lagoa Santa (MG);MG;não;620,06;61799;231,99; não
3505906;Batatais (SP);SP;não;353,98;61478;850,72; não
4208302;Itapema (SC);SC;não;628,31;61256;59,02; não
1501501;Benevides (PA);PA;não;2862,00;61013;187,87; não
2301901;Barbalha (CE);CE;não;2462,00;59821;479,18; não
3506359;Bertioga (SP);SP;não;103,62;59348;491,70; não
3304300;Rio Bonito (RJ);RJ;não;511,58;58298;462,18; não
3533403;Nova Odessa (SP);SP;não;127,13;58239;73,30; não
3507001;Boituva (SP);SP;não;121,40;57942;249,01; não
3301850;Guapimirim (RJ);RJ;não;467,58;57686;360,81; não
4321204;Taquara (RS);RS;não;1101,00;57542;457,13; não
3531803;Monte Mor (SP);SP;não;122,70;57262;240,79; não
3524006;Itupeva (SP);SP;não;74,03;57089;200,52; não
3300803;Cachoeiras de Macacu (RJ);RJ;não;509,14;56903;955,81; não
4314050;Parobé (RS);RS;não;1111,00;56291;109,03; não
3546801;Santa Isabel (SP);SP;não;59,45;56017;361,49; não
4210100;Mafra (SC);SC;não;525,31;55890;1404,21; não
5206206;Cristalina (GO);GO;não;909,87;55363;6160,72; não
2313500;Trairi (CE);CE;não;3,192,479;55212;924,56; não
3537800;Piedade (SP);SP;não;135,57;55083;745,54; não
4207007;Içara (SC);SC;não;866,37;54844;228,06; não
4203808;Canoinhas (SC);SC;não;589,20;54384;1144,84; não
3510401;Capivari (SP);SP;não;138,66;54302;323,20; não
3531100;Mongaguá (SP);SP;não;94,65;54277;143,17; não
3524709;Jaguariúna (SP);SP;não;128,35;54243;142,44; não
4109807;Ibiporã (PR);PR;não;519,88;53359;300,19; não
1718204;Porto Nacional (TO);TO;não;1665,00;52811;4449,89; não
2304285;Eusébio (CE);CE;não;2918,00;52698;76,58; não
3540606;Porto Feliz (SP);SP;não;119,88;52502;556,56; não
2704708;Marechal Deodoro (AL);AL;não;2407,00;52277;333,55; não
3503802;Artur Nogueira (SP);SP;não;152,28;52008;177,75; não
4114609;Marechal Cândido Rondon (PR);PR;não;949,89;51797;748,00; não
3509700;Campos do Jordão (SP);SP;não;181,16;51451;289,51; não
3131901;Itabirito (MG);MG;não;629,89;50829;543,01; não
4216206;São Francisco do Sul (SC);SC;não;571,37;50714;492,82; não
3303609;Paracambi (RJ);RJ;não;385,21;50614;179,37; não
3556453;Vargem Grande Paulista (SP);SP;não;48,75;50365;33,51; não
1716109;Paraíso do Tocantins (TO);TO;não;1685,00;50359;1297,02; não
3531308;Monte Alto (SP);SP;não;359,32;49974;347,12; não
4219507;Xanxerê (SC);SC;não;840,03;49735;377,55; não
3544103;Rio Grande da Serra (SP);SP;não;48,53;49414;36,67; não
2312403;São Gonçalo do Amarante (CE);CE;não;3153,00;48279;834,39; não
4113205;Lapa (PR);PR;não;485,50;48062;2045,89; não
3508405;Cabreúva (SP);SP;não;89,74;47890;259,81; não
2700409;Atalaia (AL);AL;não;2405,00;47734;531,98; não
3540200;Pontal (SP);SP;não;354,97;47661;355,26; não
1301852;Iranduba (AM);AM;não;3940,00;47402;2215,03; não
4307609;Estância Velha (RS);RS;não;1165,00;47304;52,38; não
2921005;Mata de São João (BA);BA;não;1968,00;46955;670,38; não
3511508;Cerquilho (SP);SP;não;148,75;46754;127,76; não
3537107;Pedreira (SP);SP;não;143,31;46603;109,71; não
3528403;Mairinque (SP);SP;não;75,91;46563;209,76; não
3527306;Louveira (SP);SP;não;71,41;45959;55,35; não
3554805;Tremembé (SP);SP;não;156,05;45910;192,42; não
5214606;Niquelândia (GO);GO;não;1206,00;45898;9843,17; não
2929503;São Sebastião do Passé (BA);BA;não;1,936,777;45816;549,43; não
3545308;Salto de Pirapora (SP);SP;não;126,48;44398;280,31; não
3110004;Caeté (MG);MG;não;638,40;44379;541,09; não
2512507;Queimadas (PB);PB;não;2656,00;44209;409,20; não
2412203;São José de Mipibu (RN);RN;não;2910,00;43991;293,88; não
3551504;Serrana (SP);SP;não;313,01;43797;125,74; não
2211100;União (PI);PI;não;2748,00;43744;1173,45; não
