,cod_cidade,cidade,uf,loggi,dist_caj,populcao,area,malha_aerea,importancia,dens_pop,f
97,2504009,Campina Grande (PB),PB,0,2673.000975,410310,620.628,1,2,661.1206713200178,0.4330560335660009
98,2600054,Abreu e Lima (PE),PE,0,2672.000458,99353,125.991,0,0,788.5721996015589,0.039428609980077946
99,2613701,São Lourenço da Mata (PE),PE,0,2660.00056,112108,264.346,0,0,424.0956927662987,0.021204784638314936
100,2603454,Camaragibe (PE),PE,0,2659.000625,156369,55.083,0,0,2838.7887369968958,0.14193943684984478
101,2609600,Olinda (PE),PE,0,2657.000836,390690,43.548,0,0,8971.479746486635,0.44857398732433174
102,2512507,Queimadas (PB),PB,0,2656.0004510000003,44209,409.19599999999997,0,0,108.03869050528354,0.005401934525264177
103,2611606,Recife (PE),PE,1,2655.00049,1633588,217.49400000000003,1,1,7510.956624090779,0.575547831204539
104,2101202,Bacabal (MA),MA,0,2654.000953,103318,1682.601,0,0,61.403743371126005,0.0030701871685563003
105,1100122,Ji-Paraná (RO),RO,0,2638.000594,132642,6896.781999999999,0,3,19.232447828567008,0.3009616223914283
106,2510808,Patos (PB),PB,0,2636.000528,107788,512.7909999999999,0,0,210.19869693500863,0.010509934846750432
107,2607901,Jaboatão dos Guararapes (PE),PE,0,2635.000335,695978,256.073,0,0,2717.8890394535933,0.13589445197267966
108,2609402,Moreno (PE),PE,0,2634.000237,62126,195.60299999999998,0,0,317.6127155513975,0.015880635777569877
109,2607208,Ipojuca (PE),PE,0,2626.000312,94593,527.317,0,0,179.38545504886056,0.008969272752443028
110,2616407,Vitória de Santo Antão (PE),PE,0,2616.000763,137576,371.796,0,0,370.03087714768316,0.01850154385738416
111,2602902,Cabo de Santo Agostinho (PE),PE,0,2614.00017,204693,447.875,0,0,457.0315378174714,0.02285157689087357
112,2604106,Caruaru (PE),PE,0,2531.000703,356249,920.61,0,3,386.9705955833632,0.31934852977916817
113,2303204,Caririaçu (CE),CE,0,2497.0007170000003,26888,623.823,0,0,43.10196962920572,0.002155098481460286
114,2304202,Crato (CE),CE,0,2480.000747,130620,1009.202,0,0,129.4289943935902,0.006471449719679509
115,2307304,Juazeiro do Norte (CE),CE,0,2470.000242,270428,248.558,1,1,1087.9875119690375,0.2543993755984519
116,2308401,Missão Velha (CE),CE,0,2463.000762,35404,651.1080000000001,0,0,54.37500383960879,0.002718750191980439
117,1504208,Marabá (PA),PA,0,2463.000159,271660,15092.268,0,1,17.999945402506768,0.10089999727012534
118,2301901,Barbalha (CE),CE,0,2462.000496,59821,479.184,0,0,124.83931016060636,0.006241965508030318
119,2606002,Garanhuns (PE),PE,0,2432.000008,138639,472.462,0,0,293.4394723808476,0.01467197361904238
120,2707701,Rio Largo (AL),AL,0,2425.0005300000003,75691,309.425,0,0,244.61824351619939,0.012230912175809969
121,2704302,Maceió (AL),AL,0,2423.0002449999997,1029166,510.655,1,3,2015.3841634763198,0.7007692081738159
122,2307106,Jardim (CE),CE,0,2421.000365,27069,457.034,0,0,59.22754105821449,0.0029613770529107247
123,2704708,Marechal Deodoro (AL),AL,0,2407.000359,52277,333.548,0,0,156.7300658376006,0.007836503291880029
124,2700409,Atalaia (AL),AL,0,2405.0008589999998,47734,531.9830000000001,0,0,89.72843117167277,0.0044864215585836385
125,2706901,Pilar (AL),AL,0,2398.000529,35543,248.975,0,0,142.75730495029623,0.007137865247514812
126,1505536,Parauapebas (PA),PA,0,2396.000008,202653,7007.736999999999,0,3,28.918465404737653,0.3014459232702369
127,2704203,Limoeiro de Anadia (AL),AL,0,2367.000953,28951,315.668,0,0,91.71344577214035,0.0045856722886070175
128,2100055,Açailândia (MA),MA,0,2354.000283,111336,5806.307,0,0,19.175010897632525,0.0009587505448816262
129,2105500,João Lisboa (MA),MA,0,2351.000503,23020,1126.517,0,0,20.43466720875051,0.0010217333604375255
130,2702355,Craíbas (AL),AL,0,2351.000364,24506,275.325,0,0,89.00753654771634,0.004450376827385817
131,2700300,Arapiraca (AL),AL,0,2328.0000370000002,234177,351.475,0,0,666.2692936908742,0.03331346468454371
132,2709202,Traipu (AL),AL,0,2312.0,28064,697.8430000000001,0,0,40.21534929776468,0.002010767464888234
133,2704005,Junqueiro (AL),AL,0,2310.0003269999997,25079,254.067,0,0,98.71018274707065,0.0049355091373535324
134,2702900,Girau do Ponciano (AL),AL,0,2305.0005170000004,41287,502.15,0,0,82.22045205615852,0.004111022602807926
135,2708808,São Sebastião (AL),AL,0,2302.000836,34546,305.746,0,0,112.9892132685301,0.005649460663426505
136,2105302,Imperatriz (MA),MA,0,2287.000837,254461,1367.901,1,1,186.0229651122413,0.20930114825561208
137,2612604,Santa Maria da Boa Vista (PE),PE,0,2284.0007960000003,41647,3001.1679999999997,0,0,13.876930581693529,0.0006938465290846765
138,2924009,Paulo Afonso (BA),BA,0,2241.000773,120590,1573.6270000000002,0,0,76.63188290490693,0.0038315941452453464
139,2907202,Casa Nova (BA),BA,0,2240.000638,73393,9657.505,0,0,7.599581879584842,0.0003799790939792421
140,2930774,Sobradinho (BA),BA,0,2219.0008190000003,23705,1322.661,0,0,17.92220379976426,0.0008961101899882131
141,2611101,Petrolina (PE),PE,0,2178.000419,343422,4558.537,1,1,75.33601240924445,0.20376680062046224
142,2800605,Barra dos Coqueiros (SE),SE,0,2173.000629,29820,91.101,0,0,327.3290084631343,0.016366450423156716
143,2918407,Juazeiro (BA),BA,0,2173.000236,222088,6389.6230000000005,0,0,34.7576061999276,0.00173788030999638
144,2800308,Aracaju (SE),SE,0,2168.000644,650200,174.053,1,3,3735.643740699672,0.7867821870349836
145,2804805,Nossa Senhora do Socorro (SE),SE,0,2166.000364,181946,157.515,0,0,1155.1026886328286,0.05775513443164143
146,2806701,São Cristóvão (SE),SE,0,2154.000087,89241,437.43699999999995,0,0,204.0088058394695,0.010200440291973475
147,1702109,Araguaína (TO),TO,0,2042.00055,175996,4000.395,0,1,43.99465552776663,0.10219973277638833
148,5107909,Sinop (MT),MT,0,2003.000711,135934,3194.3390000000004,0,0,42.5546568476295,0.002127732842381475
149,2919207,Lauro de Freitas (BA),BA,0,1973.000963,197801,59.905,0,0,3301.9113596527836,0.1650955679826392
150,2927408,Salvador (BA),BA,1,1973.0,2953716,706.799,1,1,4179.004214776762,0.4089502107388381
151,2921005,Mata de São João (BA),BA,0,1968.0002120000001,46955,670.38,0,0,70.04236403233986,0.003502118201616993
152,2905701,Camaçari (BA),BA,0,1955.0001519999998,297173,759.802,0,0,391.1190020557987,0.019555950102789935
153,2930709,Simões Filho (BA),BA,0,1946.0008699999998,136094,192.16299999999998,0,0,708.2216659814845,0.03541108329907423
154,2906501,Candeias (BA),BA,0,1939.000225,89694,264.487,0,0,339.12441821337154,0.016956220910668576
155,2900702,Alagoinhas (BA),BA,0,1936.000886,156156,733.9689999999999,0,0,212.75557959532352,0.010637778979766177
156,2929206,São Francisco do Conde (BA),BA,0,1930.000284,40236,266.631,0,0,150.90518356830228,0.007545259178415114
157,2914505,Irará (BA),BA,0,1906.000656,29483,239.65900000000002,0,0,123.02062513821721,0.006151031256910861
158,2926301,Riachão do Jacuípe (BA),BA,0,1904.0003359999998,34023,1199.201,0,0,28.371390617586208,0.0014185695308793103
159,2908903,Coração de Maria (BA),BA,0,1897.0000929999999,24792,372.315,0,0,66.58877563353612,0.003329438781676806
160,2916104,Itaparica (BA),BA,0,1893.0000739999998,22862,115.92200000000001,0,0,197.21881955107742,0.009860940977553872
161,2901106,Amélia Rodrigues (BA),BA,0,1892.000121,26394,124.075,0,0,212.726173685271,0.01063630868426355
162,2908507,Conceição do Jacuípe (BA),BA,0,1884.000963,33879,115.68,0,0,292.86825726141075,0.014643412863070537
163,2933208,Vera Cruz (BA),BA,0,1877.0004420000002,43658,252.75900000000001,0,0,172.72579809225388,0.008636289904612694
164,2929305,São Gonçalo dos Campos (BA),BA,0,1875.0000129999999,37695,293.98900000000003,0,0,128.21908302691597,0.006410954151345799
165,2908200,Conceição da Feira (BA),BA,0,1871.0004989999998,23014,159.776,0,0,144.03915481674343,0.007201957740837171
166,2910800,Feira de Santana (BA),BA,0,1857.000341,627478,1362.88,1,0,460.40590514205206,0.023020295257102603
167,1713205,Miracema do Tocantins (TO),TO,0,1790.000625,19040,2656.078,0,0,7.168464179139318,0.0003584232089569659
168,1721000,Palmas (TO),TO,0,1722.0006690000002,287017,2218.9339999999997,1,2,129.34904778600898,0.4064674523893005
169,2913606,Ilhéus (BA),BA,0,1691.000635,176141,1840.991,1,2,95.67727381611317,0.40478386369080566
170,1716109,Paraíso do Tocantins (TO),TO,0,1685.000262,50359,1297.018,0,0,38.82675491010919,0.0019413377455054595
171,1718204,Porto Nacional (TO),TO,0,1665.000883,52811,4449.892,0,0,11.86792848006199,0.0005933964240030995
172,2914802,Itabuna (BA),BA,0,1660.0001960000002,220984,443.19800000000004,0,0,498.61235835901783,0.02493061791795089
173,5106505,Poconé (MT),MT,0,1631.0003689999999,32258,17260.861,0,0,1.8688523127554297,9.344261563777149e-05
174,2903201,Barreiras (BA),BA,0,1616.000506,157058,7895.241,0,1,19.892742982766453,0.10099463714913832
175,2918001,Jequié (BA),BA,0,1610.000549,162152,3035.423,0,0,53.41990226732815,0.002670995113366407
176,2925303,Porto Seguro (BA),BA,0,1585.000322,149410,2408.594,1,3,62.03204026913627,0.6031016020134568
177,4322400,Uruguaiana (RS),RS,0,1545.000918,129760,5715.781999999999,0,0,22.702055466776027,0.0011351027733388014
178,5108402,Várzea Grande (MT),MT,0,1531.000945,273934,938.057,0,0,292.0227662071708,0.014601138310358539
179,5103403,Cuiabá (MT),MT,0,1527.000113,589902,3538.167,1,3,166.72531285267203,0.6083362656426335
180,2910727,Eunápolis (BA),BA,0,1522.000218,115312,1196.695,0,0,96.3587213116124,0.00481793606558062
181,4301602,Bagé (RS),RS,0,1501.000817,122197,4095.526,0,0,29.83670473585078,0.001491835236792539
182,2933307,Vitória da Conquista (BA),BA,0,1456.000622,348757,3204.257,0,2,108.84176893426464,0.20544208844671324
183,5003207,Corumbá (MS),MS,0,1432.000106,109900,64960.863,1,3,1.6917878692590647,0.600084589393463
184,4314407,Pelotas (RS),RS,0,1385.000784,344357,1608.7679999999998,0,1,214.05013028603256,0.11070250651430164
185,4304663,Capão do Leão (RS),RS,0,1384.000891,25495,785.3739999999999,0,0,32.462240919612825,0.0016231120459806413
186,4315602,Rio Grande (RS),RS,0,1358.000814,209380,2813.907,0,0,74.40899788088234,0.0037204498940441168
187,4318507,São José do Norte (RS),RS,0,1351.00059,27208,1117.873,0,0,24.339079662895514,0.0012169539831447757
188,2931350,Teixeira de Freitas (BA),BA,0,1324.000182,161767,1153.7910000000002,0,0,140.20476845459876,0.007010238422729938
189,5107602,Rondonópolis (MT),MT,0,1315.000267,222393,4165.232,0,3,53.39270417590185,0.3026696352087951
190,4316808,Santa Cruz do Sul (RS),RS,0,1272.0002960000002,127442,733.4730000000001,0,0,173.75145370040886,0.008687572685020442
191,4316907,Santa Maria (RS),RS,0,1266.000269,278455,1779.556,0,2,156.47442395743656,0.20782372119787185
192,5214606,Niquelândia (GO),GO,0,1206.000775,45898,9843.17,0,0,4.662928710974208,0.00023314643554871043
193,4322004,Triunfo (RS),RS,0,1197.0009539999999,28297,823.416,0,0,34.36537546027767,0.0017182687730138834
194,4318408,São Jerônimo (RS),RS,0,1195.0007,23767,937.049,0,0,25.36366828202154,0.001268183414101077
195,4305355,Charqueadas (RS),RS,0,1185.000126,38911,216.513,0,0,179.71669137649934,0.008985834568824968
196,4312401,Montenegro (RS),RS,0,1180.000648,63874,420.017,0,0,152.0747969725035,0.0076037398486251745
197,4307609,Estância Velha (RS),RS,0,1165.000267,47304,52.378,0,0,903.1272671732406,0.04515636335866203
198,4314803,Portão (RS),RS,0,1162.000053,34708,159.942,0,0,217.0036638281377,0.010850183191406884
199,4309308,Guaíba (RS),RS,0,1157.000638,99322,376.973,0,0,263.47245028158517,0.013173622514079258
200,4318705,São Leopoldo (RS),RS,0,1150.000714,230944,102.31299999999999,0,0,2257.230263993823,0.11286151319969115
201,5215603,Padre Bernardo (GO),GO,0,1145.0009699999998,32154,3137.903,0,0,10.246970667990693,0.0005123485333995346
202,4313375,Nova Santa Rita (RS),RS,0,1145.00095,26472,217.868,0,0,121.50476435272735,0.006075238217636367
203,3204906,São Mateus (ES),ES,0,1144.000717,128272,2343.251,0,0,54.741041399320856,0.0027370520699660427
204,4306403,Dois Irmãos (RS),RS,0,1143.0008810000002,30765,65.156,0,0,472.17447357112155,0.023608723678556078
205,4306767,Eldorado do Sul (RS),RS,0,1141.000127,38600,509.699,0,0,75.73097063168655,0.003786548531584327
206,4307708,Esteio (RS),RS,0,1139.0004609999999,84226,27.543000000000003,0,0,3057.9820644083793,0.15289910322041897
207,4303905,Campo Bom (RS),RS,0,1137.0006349999999,64923,61.406000000000006,0,0,1057.2745334332149,0.05286372667166074
208,4313409,Novo Hamburgo (RS),RS,0,1136.000533,249479,223.606,0,0,1115.707986368881,0.05578539931844405
209,4323002,Viamão (RS),RS,0,1133.000322,253715,1494.263,0,0,169.79273394308768,0.008489636697154385
210,4304606,Canoas (RS),RS,0,1132.0007480000002,343856,131.097,0,0,2622.9128050222353,0.13114564025111175
211,4319901,Sapiranga (RS),RS,0,1129.000667,80317,137.519,0,0,584.0429322493619,0.029202146612468095
212,4320008,Sapucaia do Sul (RS),RS,0,1129.000294,139481,58.644,0,0,2378.4359866311984,0.11892179933155991
213,4300604,Alvorada (RS),RS,0,1126.000649,208181,70.811,0,0,2939.9528321870894,0.14699764160935447
214,4309209,Gravataí (RS),RS,0,1123.000108,275176,463.75800000000004,0,0,593.3611926910155,0.029668059634550777
215,4303103,Cachoeirinha (RS),RS,0,1119.000146,127333,43.766000000000005,0,0,2909.4045606178306,0.14547022803089152
216,4310108,Igrejinha (RS),RS,0,1117.000591,34914,136.816,0,0,255.18945152613728,0.012759472576306864
217,3109303,Buritis (MG),MG,0,1113.000654,24689,5219.469,0,0,4.730174659529542,0.0002365087329764771
218,4314050,Parobé (RS),RS,0,1111.0009189999998,56291,109.02600000000001,0,0,516.3080366151192,0.025815401830755962
219,4314902,Porto Alegre (RS),RS,1,1107.0,1484863,496.827,1,1,2988.6922409611393,0.349434612048057
220,4321204,Taquara (RS),RS,0,1101.000097,57542,457.13,0,0,125.87666528121103,0.006293833264060552
221,3203205,Linhares (ES),ES,0,1089.000047,169296,3501.6040000000003,0,0,48.348128457701094,0.0024174064228850546
222,5208004,Formosa (GO),GO,0,1085.000994,115800,5806.891,0,0,19.941824291174058,0.000997091214558703
223,5208608,Goianésia (GO),GO,0,1076.0006,67505,1547.65,0,0,43.617743029754784,0.0021808871514877393
224,5217609,Planaltina (GO),GO,0,1073.000662,88838,2539.113,0,0,34.98780873478258,0.0017493904367391292
225,5200258,Águas Lindas de Goiás (GO),GO,0,1071.0008070000001,195922,191.19799999999998,0,0,1024.7073714160192,0.05123536857080096
226,3168606,Teófilo Otoni (MG),MG,0,1061.0008970000001,141908,3242.8179999999998,0,0,43.760704424361776,0.0021880352212180886
227,4108304,Foz do Iguaçu (PR),PR,0,1060.0007,263989,617.701,1,3,427.37343795784693,0.6213686718978924
228,4319505,São Sebastião do Caí (RS),RS,0,1050.000446,24970,111.45200000000001,0,0,224.0426371891038,0.01120213185945519
229,5219753,Santo Antônio do Descoberto (GO),GO,0,1041.000736,71885,938.309,0,0,76.61122295533774,0.003830561147766887
230,4123501,Santa Helena (PR),PR,0,1034.000809,25912,758.2289999999999,0,0,34.1743721224063,0.0017087186061203149
231,4308607,Garibaldi (RS),RS,0,1026.000913,33632,167.697,0,0,200.5521863837755,0.010027609319188776
232,4302105,Bento Gonçalves (RS),RS,0,1025.000739,115102,277.303,0,0,415.07664900848533,0.020753832450424267
233,5217302,Pirenópolis (GO),GO,0,1023.000215,24751,2227.7929999999997,0,0,11.110098649201252,0.0005555049324600626
234,4304804,Carlos Barbosa (RS),RS,0,1022.000043,28102,229.90599999999998,0,0,122.23256461336373,0.006111628230668187
235,5205497,Cidade Ocidental (GO),GO,0,1015.000083,66800,388.162,0,0,172.09309515099366,0.008604654757549682
236,5200308,Alexânia (GO),GO,0,1014.0006070000001,26768,847.8910000000001,0,0,31.570095684468875,0.0015785047842234437
237,5215231,Novo Gama (GO),GO,0,1014.000104,110110,191.675,0,0,574.4619799139167,0.028723098995695834
238,5201108,Anápolis (GO),GO,0,1012.0,375103,918.375,0,0,408.4420852048455,0.020422104260242276
239,5003702,Dourados (MS),MS,0,1007.000715,218063,4086.387,1,1,53.36327665490322,0.20266816383274516
